source	target	type	effect	arrow	relation_id	kegg_id_source	genesymbol_source	uniprot_source	kegg_id_target	genesymbol_target	uniprot_target	pathway_name
158	107	278	PPrel	activation	-->	hsa04010:156	hsa:3554 hsa:3556	IL1R1	P14778	hsa:4615	MYD88	Q99836	MAPK signaling pathway
159	278	279	PPrel	activation	-->	hsa04010:157	hsa:4615	MYD88	Q99836	hsa:3654 hsa:51135	IRAK1	P51617	MAPK signaling pathway
160	102	98	PPrel	activation	-->	hsa04010:158	hsa:7186	TRAF2	Q12933	hsa:10454	TAB1	Q15750	MAPK signaling pathway
161	279	100	PPrel	activation	-->	hsa04010:159	hsa:3654 hsa:51135	IRAK1	P51617	hsa:7189	TRAF6	Q9Y4K3	MAPK signaling pathway
162	100	98	PPrel	binding/association	---	hsa04010:160	hsa:7189	TRAF6	Q9Y4K3	hsa:10454	TAB1	Q15750	MAPK signaling pathway
163	274	54	PPrel	activation	-->	hsa04010:161	hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2069 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:2323 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3481 hsa:3630 hsa:374 hsa:4254 hsa:4803 hsa:4908 hsa:4909 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:627 hsa:7039 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965	CSF1	P09603	hsa:1436 hsa:1956 hsa:1969 hsa:2064 hsa:2065 hsa:2066 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010	CSF1R	P07333	MAPK signaling pathway
164	49	284	PPrel	activation	-->	hsa04010:162	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:369	ARAF	P10398	MAPK signaling pathway
165	284	39	PPrel	activation	-->	hsa04010:163	hsa:369	ARAF	P10398	hsa:5604	MAP2K1	Q02750	MAPK signaling pathway
166	284	38	PPrel	activation	-->	hsa04010:164	hsa:369	ARAF	P10398	hsa:5605	MAP2K2	P36507	MAPK signaling pathway
167	86	80	PPrel	activation	-->	hsa04010:165	hsa:4216	MAP3K4	Q9Y6R4	hsa:5606	MAP2K3	P46734	MAPK signaling pathway
168	86	79	PPrel	activation	-->	hsa04010:166	hsa:4216	MAP3K4	Q9Y6R4	hsa:5608	MAP2K6	P52564	MAPK signaling pathway
169	85	80	PPrel	activation	-->	hsa04010:167	hsa:51347 hsa:57551 hsa:9344	TAOK3	Q9H2K8	hsa:5606	MAP2K3	P46734	MAPK signaling pathway
170	85	79	PPrel	activation	-->	hsa04010:168	hsa:51347 hsa:57551 hsa:9344	TAOK3	Q9H2K8	hsa:5608	MAP2K6	P52564	MAPK signaling pathway
171	49	133	PPrel	NA	NA	hsa04010:169	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:4214	MAP3K1	Q13233	MAPK signaling pathway
172	55	54	PPrel	compound	26	hsa04012:1	hsa:5335 hsa:5336	PLCG1	P19174	hsa:815 hsa:816 hsa:817 hsa:818	CAMK2A	Q9UQM7	ErbB signaling pathway
173	55	53	PPrel	compound	25	hsa04012:2	hsa:5335 hsa:5336	PLCG1	P19174	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	ErbB signaling pathway
174	64	65	PPrel	compound	61	hsa04012:3	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	ErbB signaling pathway
175	73	19	PPrel	activation	-->	hsa04012:5	hsa:1950	EGF	P01133	hsa:1956	EGFR	P00533	ErbB signaling pathway
176	39	19	PPrel	activation	-->	hsa04012:7	hsa:7039	TGFA	P01135	hsa:1956	EGFR	P00533	ErbB signaling pathway
177	72	19	PPrel	activation	-->	hsa04012:9	hsa:374	AREG	P15514	hsa:1956	EGFR	P00533	ErbB signaling pathway
178	72	19	PPrel	activation	-->	hsa04012:9	hsa:374	AR	P10275	hsa:1956	EGFR	P00533	ErbB signaling pathway
179	59	19	PPrel	activation	-->	hsa04012:11	hsa:685	BTC	P35070	hsa:1956	EGFR	P00533	ErbB signaling pathway
180	59	10	PPrel	activation	-->	hsa04012:13	hsa:685	BTC	P35070	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
181	56	19	PPrel	activation	-->	hsa04012:15	hsa:1839	HBEGF	Q99075	hsa:1956	EGFR	P00533	ErbB signaling pathway
182	56	10	PPrel	activation	-->	hsa04012:17	hsa:1839	HBEGF	Q99075	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
183	58	19	PPrel	activation	-->	hsa04012:19	hsa:2069	EREG	O14944	hsa:1956	EGFR	P00533	ErbB signaling pathway
184	58	10	PPrel	activation	-->	hsa04012:21	hsa:2069	EREG	O14944	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
185	57	12	PPrel	activation	-->	hsa04012:23	hsa:3084	NRG1	Q02297	hsa:2065	ERBB3	P21860	ErbB signaling pathway
186	57	12	PPrel	activation	-->	hsa04012:23	hsa:3084	HRG	P04196	hsa:2065	ERBB3	P21860	ErbB signaling pathway
187	57	10	PPrel	activation	-->	hsa04012:25	hsa:3084	NRG1	Q02297	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
188	57	10	PPrel	activation	-->	hsa04012:25	hsa:3084	HRG	P04196	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
189	45	12	PPrel	activation	-->	hsa04012:27	hsa:9542	NRG2	O14511	hsa:2065	ERBB3	P21860	ErbB signaling pathway
190	45	10	PPrel	activation	-->	hsa04012:29	hsa:9542	NRG2	O14511	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
191	44	10	PPrel	activation	-->	hsa04012:31	hsa:10718	NRG3	P56975	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
192	70	10	PPrel	activation	-->	hsa04012:33	hsa:145957	NRG4	Q8WWG1	hsa:2066	ERBB4	Q15303	ErbB signaling pathway
193	66	52	PPrel	activation	-->	hsa04012:38	hsa:1956	EGFR	P00533	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	ErbB signaling pathway
194	19	55	PPrel	activation	-->	hsa04012:41	hsa:1956	EGFR	P00533	hsa:5335 hsa:5336	PLCG1	P19174	ErbB signaling pathway
195	19	35	PPrel	activation	-->	hsa04012:42	hsa:1956	EGFR	P00533	hsa:6776 hsa:6777	STAT5A	P42229	ErbB signaling pathway
196	19	48	PPrel	activation	-->	hsa04012:43	hsa:1956	EGFR	P00533	hsa:1398 hsa:1399	CRK	P46108	ErbB signaling pathway
197	19	52	PPrel	activation	-->	hsa04012:44	hsa:1956	EGFR	P00533	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	ErbB signaling pathway
198	19	69	PPrel	activation	-->	hsa04012:45	hsa:1956	EGFR	P00533	hsa:6714	SRC	P12931	ErbB signaling pathway
199	19	51	PPrel	activation	-->	hsa04012:46	hsa:1956	EGFR	P00533	hsa:2885	GRB2	P62993	ErbB signaling pathway
200	19	8	PPrel	activation	-->	hsa04012:49	hsa:1956	EGFR	P00533	hsa:2885	GRB2	P62993	ErbB signaling pathway
201	12	64	PPrel	activation	-->	hsa04012:54	hsa:2065	ERBB3	P21860	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	ErbB signaling pathway
202	69	49	PPrel	activation	-->	hsa04012:61	hsa:6714	SRC	P12931	hsa:5747	PTK2	Q05397	ErbB signaling pathway
203	48	63	PPrel	activation	-->	hsa04012:62	hsa:1398 hsa:1399	CRK	P46108	hsa:25 hsa:27	ABL1	P00519	ErbB signaling pathway
204	40	47	PPrel	activation	-->	hsa04012:65	hsa:5609 hsa:6416	MAP2K7	O14733	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	ErbB signaling pathway
205	47	62	PPrel	activation	-->	hsa04012:66	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	hsa:3725	JUN	P05412	ErbB signaling pathway
206	47	46	PPrel	activation	-->	hsa04012:67	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	hsa:2002	ELK1	P19419	ErbB signaling pathway
207	52	51	PPrel	activation	-->	hsa04012:68	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	hsa:2885	GRB2	P62993	ErbB signaling pathway
208	51	50	PPrel	activation	-->	hsa04012:69	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	SOS1	Q07889	ErbB signaling pathway
209	51	50	PPrel	activation	-->	hsa04012:69	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	HGF	P14210	ErbB signaling pathway
210	50	79	PPrel	activation	-->	hsa04012:70	hsa:6654 hsa:6655	SOS1	Q07889	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	ErbB signaling pathway
211	50	79	PPrel	activation	-->	hsa04012:70	hsa:6654 hsa:6655	SOS1	Q07889	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	ErbB signaling pathway
212	50	79	PPrel	activation	-->	hsa04012:70	hsa:6654 hsa:6655	HGF	P14210	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	ErbB signaling pathway
213	50	79	PPrel	activation	-->	hsa04012:70	hsa:6654 hsa:6655	HGF	P14210	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	ErbB signaling pathway
214	79	78	PPrel	activation	-->	hsa04012:71	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	hsa:369 hsa:5894 hsa:673	ARAF	P10398	ErbB signaling pathway
215	79	78	PPrel	activation	-->	hsa04012:71	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	hsa:369 hsa:5894 hsa:673	ARAF	P10398	ErbB signaling pathway
216	78	77	PPrel	activation	-->	hsa04012:72	hsa:369 hsa:5894 hsa:673	ARAF	P10398	hsa:5604 hsa:5605	MAP2K1	Q02750	ErbB signaling pathway
217	77	76	PPrel	activation	-->	hsa04012:73	hsa:5604 hsa:5605	MAP2K1	Q02750	hsa:5594 hsa:5595	MAPK1	P28482	ErbB signaling pathway
218	76	71	PPrel	activation	-->	hsa04012:74	hsa:5594 hsa:5595	MAPK1	P28482	hsa:4609	MYC	P01106	ErbB signaling pathway
219	76	9	PPrel	activation	-->	hsa04012:75	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2002	ELK1	P19419	ErbB signaling pathway
220	10	14	PPrel	activation	-->	hsa04012:76	hsa:2066	ERBB4	Q15303	hsa:6776 hsa:6777	STAT5A	P42229	ErbB signaling pathway
221	8	38	PPrel	activation	-->	hsa04012:77	hsa:2885	GRB2	P62993	hsa:2549	GAB1	Q13480	ErbB signaling pathway
222	38	64	PPrel	activation	-->	hsa04012:78	hsa:2549	GAB1	Q13480	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	ErbB signaling pathway
223	65	32	PPrel	activation	-->	hsa04012:79	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:2475	MTOR	P42345	ErbB signaling pathway
224	32	29	PPrel	activation	-->	hsa04012:80	hsa:2475	MTOR	P42345	hsa:6198 hsa:6199	RPS6KB1	P23443	ErbB signaling pathway
225	32	28	PPrel	inhibition	--|	hsa04012:81	hsa:2475	MTOR	P42345	hsa:1978	EIF4EBP1	Q13541	ErbB signaling pathway
226	65	37	PPrel	inhibition	--|	hsa04012:82	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:572	BAD	Q92934	ErbB signaling pathway
227	65	27	PPrel	inhibition	--|	hsa04012:83	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:2932	GSK3B	P49841	ErbB signaling pathway
228	65	31	PPrel	inhibition	--|	hsa04012:84	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:1027	CDKN1B	P46527	ErbB signaling pathway
229	65	30	PPrel	inhibition	--|	hsa04012:85	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:1026	CDKN1A	P38936	ErbB signaling pathway
230	30	31	PPrel	activation	-->	hsa04014:1	hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:2323 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3481 hsa:3630 hsa:4254 hsa:4803 hsa:4908 hsa:4909 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:627 hsa:7039 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965	CSF1	P09603	hsa:1436 hsa:1956 hsa:1969 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010	CSF1R	P07333	Ras signaling pathway
231	31	27	PPrel	activation	-->	hsa04014:2	hsa:1436 hsa:1956 hsa:1969 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010	CSF1R	P07333	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	Ras signaling pathway
232	27	18	PPrel	binding/association	---	hsa04014:3	hsa:25759 hsa:399694 hsa:53358 hsa:6464	SHC2	P98077	hsa:2885	GRB2	P62993	Ras signaling pathway
233	18	32	PPrel	binding/association	---	hsa04014:4	hsa:2885	GRB2	P62993	hsa:2549 hsa:9846	GAB1	Q13480	Ras signaling pathway
234	18	33	PPrel	binding/association	---	hsa04014:5	hsa:2885	GRB2	P62993	hsa:5781	PTPN11	Q06124	Ras signaling pathway
235	18	19	PPrel	activation	-->	hsa04014:6	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	SOS1	Q07889	Ras signaling pathway
236	18	19	PPrel	activation	-->	hsa04014:6	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	HGF	P14210	Ras signaling pathway
237	19	89	PPrel	activation	-->	hsa04014:7	hsa:6654 hsa:6655	SOS1	Q07889	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	Ras signaling pathway
238	19	89	PPrel	activation	-->	hsa04014:7	hsa:6654 hsa:6655	HGF	P14210	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	Ras signaling pathway
239	207	208	PPrel	activation	-->	hsa04014:8	hsa:7535	ZAP70	P43403	hsa:27040	LAT	O43561	Ras signaling pathway
240	208	195	PPrel	activation	-->	hsa04014:9	hsa:27040	LAT	O43561	hsa:5335 hsa:5336	PLCG1	P19174	Ras signaling pathway
241	96	89	PPrel	activation	-->	hsa04014:12	hsa:10125 hsa:10235 hsa:115727 hsa:25780	RASGRP1	O95267	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	Ras signaling pathway
242	194	187	PPrel	activation	-->	hsa04014:13	hsa:3363	HTR7	P34969	hsa:10681 hsa:2782 hsa:2783 hsa:2784 hsa:2785 hsa:2786 hsa:2787 hsa:2788 hsa:2790 hsa:2791 hsa:2792 hsa:2793 hsa:51764 hsa:54331 hsa:55970 hsa:59345 hsa:94235	GNB5	O14775	Ras signaling pathway
243	187	97	PPrel	activation	-->	hsa04014:14	hsa:10681 hsa:2782 hsa:2783 hsa:2784 hsa:2785 hsa:2786 hsa:2787 hsa:2788 hsa:2790 hsa:2791 hsa:2792 hsa:2793 hsa:51764 hsa:54331 hsa:55970 hsa:59345 hsa:94235	GNB5	O14775	hsa:5923 hsa:5924	RASGRF1	Q13972	Ras signaling pathway
244	97	89	PPrel	activation	-->	hsa04014:15	hsa:5923 hsa:5924	RASGRF1	Q13972	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	Ras signaling pathway
245	186	97	PPrel	activation	-->	hsa04014:20	hsa:163688 hsa:51806 hsa:801 hsa:805 hsa:808 hsa:810 hsa:91860	CALML6	Q8TD86	hsa:5923 hsa:5924	RASGRF1	Q13972	Ras signaling pathway
246	236	97	PPrel	activation	-->	hsa04014:21	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:5923 hsa:5924	RASGRF1	Q13972	Ras signaling pathway
247	99	12	PPrel	activation	-->	hsa04014:24	hsa:4763	NF1	P21359	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	Ras signaling pathway
248	12	114	PPrel	activation	-->	hsa04014:26	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:11186	RASSF1	Q9NS23	Ras signaling pathway
249	114	115	PPrel	activation	-->	hsa04014:27	hsa:11186	RASSF1	Q9NS23	hsa:6789	STK4	Q13043	Ras signaling pathway
250	114	115	PPrel	activation	-->	hsa04014:27	hsa:11186	RASSF1	Q9NS23	hsa:6789	MST1	P26927	Ras signaling pathway
251	113	116	PPrel	activation	-->	hsa04014:28	hsa:83593	RASSF5	Q8WWW0	hsa:6789	STK4	Q13043	Ras signaling pathway
252	113	116	PPrel	activation	-->	hsa04014:28	hsa:83593	RASSF5	Q8WWW0	hsa:6789	MST1	P26927	Ras signaling pathway
253	113	116	PPrel	activation	-->	hsa04014:28	hsa:83593	RASSF3	Q86WH2	hsa:6789	STK4	Q13043	Ras signaling pathway
254	113	116	PPrel	activation	-->	hsa04014:28	hsa:83593	RASSF3	Q86WH2	hsa:6789	MST1	P26927	Ras signaling pathway
255	114	113	PPrel	binding/association	---	hsa04014:29	hsa:11186	RASSF1	Q9NS23	hsa:83593	RASSF5	Q8WWW0	Ras signaling pathway
256	114	113	PPrel	binding/association	---	hsa04014:29	hsa:11186	RASSF1	Q9NS23	hsa:83593	RASSF3	Q86WH2	Ras signaling pathway
257	115	116	PPrel	binding/association	---	hsa04014:30	hsa:6789	STK4	Q13043	hsa:6789	STK4	Q13043	Ras signaling pathway
258	115	116	PPrel	binding/association	---	hsa04014:30	hsa:6789	STK4	Q13043	hsa:6789	MST1	P26927	Ras signaling pathway
259	115	116	PPrel	binding/association	---	hsa04014:30	hsa:6789	MST1	P26927	hsa:6789	STK4	Q13043	Ras signaling pathway
260	115	116	PPrel	binding/association	---	hsa04014:30	hsa:6789	MST1	P26927	hsa:6789	MST1	P26927	Ras signaling pathway
261	12	113	PPrel	activation	-->	hsa04014:31	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:83593	RASSF5	Q8WWW0	Ras signaling pathway
262	12	113	PPrel	activation	-->	hsa04014:31	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:83593	RASSF3	Q86WH2	Ras signaling pathway
263	12	35	PPrel	activation	-->	hsa04014:32	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:7074	TIAM1	Q13009	Ras signaling pathway
264	12	24	PPrel	activation	-->	hsa04014:33	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	Ras signaling pathway
265	12	109	PPrel	activation	-->	hsa04014:34	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:4301	AFDN	P55196	Ras signaling pathway
266	12	11	PPrel	activation	-->	hsa04014:35	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:5894	RAF1	P04049	Ras signaling pathway
267	12	37	PPrel	activation	-->	hsa04014:36	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:5900	RALGDS	Q12967	Ras signaling pathway
268	12	38	PPrel	activation	-->	hsa04014:37	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:23179	RGL1	Q9NZL6	Ras signaling pathway
269	12	39	PPrel	activation	-->	hsa04014:38	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:5863	RGL2	O15211	Ras signaling pathway
270	12	42	PPrel	activation	-->	hsa04014:39	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:51196	PLCE1	Q9P212	Ras signaling pathway
271	12	49	PPrel	activation	-->	hsa04014:40	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:9610	RIN1	Q13671	Ras signaling pathway
272	12	163	PPrel	activation	-->	hsa04014:41	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:10928	RALBP1	Q15311	Ras signaling pathway
273	12	224	PPrel	inhibition	--|	hsa04014:42	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:8315	BRAP	Q7Z569	Ras signaling pathway
274	12	119	PPrel	inhibition	--|	hsa04014:43	hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237	RRAS2	P62070	hsa:9771	RAPGEF5	Q92565	Ras signaling pathway
275	114	35	PPrel	activation	-->	hsa04014:44	hsa:11186	RASSF1	Q9NS23	hsa:7074	TIAM1	Q13009	Ras signaling pathway
276	35	36	PPrel	activation	-->	hsa04014:45	hsa:7074	TIAM1	Q13009	hsa:5879 hsa:5880 hsa:5881	RAC1	P63000	Ras signaling pathway
277	36	102	PPrel	activation	-->	hsa04014:47	hsa:5879 hsa:5880 hsa:5881	RAC1	P63000	hsa:387	RHOA	P61586	Ras signaling pathway
278	24	36	PPrel	activation	-->	hsa04014:48	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	PIK3CA	P42336	hsa:5879 hsa:5880 hsa:5881	RAC1	P63000	Ras signaling pathway
279	23	59	PPrel	activation	-->	hsa04014:52	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:1147 hsa:3551 hsa:8517	CHUK	O15111	Ras signaling pathway
280	59	60	PPrel	activation	-->	hsa04014:53	hsa:1147 hsa:3551 hsa:8517	CHUK	O15111	hsa:4790 hsa:5970	NFKB1	P19838	Ras signaling pathway
281	23	57	PPrel	inhibition	--|	hsa04014:54	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:572	BAD	Q92934	Ras signaling pathway
282	57	58	PPrel	inhibition	--|	hsa04014:55	hsa:572	BAD	Q92934	hsa:598	BCL2L1	Q07817	Ras signaling pathway
283	23	61	PPrel	inhibition	--|	hsa04014:56	hsa:10000 hsa:207 hsa:208	AKT3	Q9Y243	hsa:4303	FOXO4	P98177	Ras signaling pathway
284	61	62	PPrel	activation	-->	hsa04014:57	hsa:4303	FOXO4	P98177	hsa:356	FASLG	P48023	Ras signaling pathway
285	11	10	PPrel	activation	-->	hsa04014:58	hsa:5894	RAF1	P04049	hsa:5604 hsa:5605	MAP2K1	Q02750	Ras signaling pathway
286	10	9	PPrel	activation	-->	hsa04014:59	hsa:5604 hsa:5605	MAP2K1	Q02750	hsa:5594 hsa:5595	MAPK1	P28482	Ras signaling pathway
287	9	78	PPrel	activation	-->	hsa04014:60	hsa:5594 hsa:5595	MAPK1	P28482	hsa:100137049 hsa:11145 hsa:123745 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:51365 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	PLA2G4B	P0C869	Ras signaling pathway
288	9	79	PPrel	activation	-->	hsa04014:61	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2002	ELK1	P19419	Ras signaling pathway
289	9	80	PPrel	activation	-->	hsa04014:62	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2113 hsa:2114	ETS1	P14921	Ras signaling pathway
290	119	120	PPrel	activation	-->	hsa04014:64	hsa:9771	RAPGEF5	Q92565	hsa:5906 hsa:5908	RAP1A	P62834	Ras signaling pathway
291	37	40	PPrel	activation	-->	hsa04014:65	hsa:5900	RALGDS	Q12967	hsa:5898 hsa:5899	RALA	P11233	Ras signaling pathway
292	38	40	PPrel	activation	-->	hsa04014:66	hsa:23179	RGL1	Q9NZL6	hsa:5898 hsa:5899	RALA	P11233	Ras signaling pathway
293	39	40	PPrel	activation	-->	hsa04014:67	hsa:5863	RGL2	O15211	hsa:5898 hsa:5899	RALA	P11233	Ras signaling pathway
294	40	70	PPrel	activation	-->	hsa04014:68	hsa:5898 hsa:5899	RALA	P11233	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	Ras signaling pathway
295	40	216	PPrel	activation	-->	hsa04014:69	hsa:5898 hsa:5899	RALA	P11233	hsa:55770	EXOC2	Q96KP1	Ras signaling pathway
296	216	217	PPrel	activation	-->	hsa04014:70	hsa:55770	EXOC2	Q96KP1	hsa:29110	TBK1	Q9UHD2	Ras signaling pathway
297	217	218	PPrel	activation	-->	hsa04014:71	hsa:29110	TBK1	Q9UHD2	hsa:5966	REL	Q04864	Ras signaling pathway
298	40	41	PPrel	activation	-->	hsa04014:72	hsa:5898 hsa:5899	RALA	P11233	hsa:5337 hsa:5338	PLD1	Q13393	Ras signaling pathway
299	40	71	PPrel	activation	-->	hsa04014:73	hsa:5898 hsa:5899	RALA	P11233	hsa:10928	RALBP1	Q15311	Ras signaling pathway
300	71	72	PPrel	activation	-->	hsa04014:74	hsa:10928	RALBP1	Q15311	hsa:998	CDC42	P60953	Ras signaling pathway
301	71	73	PPrel	activation	-->	hsa04014:75	hsa:10928	RALBP1	Q15311	hsa:5879 hsa:5880 hsa:5881	RAC1	P63000	Ras signaling pathway
302	72	70	PPrel	activation	-->	hsa04014:76	hsa:998	CDC42	P60953	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	Ras signaling pathway
303	49	48	PPrel	activation	-->	hsa04014:79	hsa:9610	RIN1	Q13671	hsa:25 hsa:27	ABL1	P00519	Ras signaling pathway
304	49	86	PPrel	activation	-->	hsa04014:80	hsa:9610	RIN1	Q13671	hsa:5868 hsa:5869 hsa:5878	RAB5A	P20339	Ras signaling pathway
305	163	164	PPrel	activation	-->	hsa04014:81	hsa:10928	RALBP1	Q15311	hsa:382	ARF6	P62330	Ras signaling pathway
306	164	165	PPrel	activation	-->	hsa04014:82	hsa:382	ARF6	P62330	hsa:5879	RAC1	P63000	Ras signaling pathway
307	176	134	PPrel	activation	-->	hsa04014:83	hsa:6654 hsa:6655	SOS1	Q07889	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	Ras signaling pathway
